No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
154;AUX;"ASW-09A4/FHR1;ASW-09A4/JAR1";Non-Inverter;754;8949.68;11.87;4;2201.68; Rp3,179,225.92 ;EER;;;;
155;AUX;ASW-09A4/FOR1;Non-Inverter;690;8553.88;12.39;4;2014.8; Rp2,909,371.20 ;EER;;;;
156;AUX;ASW-07A4/FHR1;Non-Inverter;690;8553.88;12.39;4;2014.8; Rp2,909,371.20 ;EER;;;;
157;AUX;ASW-18A4/FAR3;Non-Inverter;1450;17551.33;12.1;4;4234; Rp6,113,896.00 ;EER;;;;
158;AUX;"ASW-18A4/FHR1;ASW-18A4/JAR1";Non-Inverter;1531;17196.48;11.23;4;4470.52; Rp6,455,430.88 ;EER;;;;
159;AUX;ASW-09A4/FAR3;Non-Inverter;809;8642.6;10.68;4;2362.28; Rp3,411,132.32 ;EER;;;;
160;AUX;ASW-12A4/FAR3;Non-Inverter;1056;11348.31;10.74;4;3083.52; Rp4,452,602.88 ;EER;;;;
161;AUX;ASW-05B4/FOR1;Non-Inverter;339;3882.86;11.45;4;989.88; Rp1,429,386.72 ;EER;;;;
162;AUX;ASW-05A4/FFR3;Non-Inverter;366;3858.97;10.54;4;1068.72; Rp1,543,231.68 ;EER;;;;
163;AUX;ASW-05A4/FAR3 / AS-05A4/FAR3, ASW-05A4/FXR3 / AS-05A4/FXR3, ASW-05A4/FDR3 / AS-05A4/FDR3;Non-Inverter;500.5;5418.4;3.37;1;1375.989091; Rp1,986,928.25 ;CSPF;;;;
164;AUX;ASW-09A4/FAR3 / AS-09A4/FAR3, ASW-09A4/FXR3 / AS-09A4/FXR3, ASW-09A4/FDR3 / AS-09A4/FXR3;Non-Inverter;840.8;9057.8;3.35;1;2313.938164; Rp3,341,326.71 ;CSPF;;;;
165;AUX;ASW-12A4/FAR3 / AS-12A4/FAR3, ASW-12A4/FXR3 / AS-12A4/FXR3, ASW-12A4/FDR3 / AS-12A4/FDR3;Non-Inverter;1081.3;11498.4;3.31;1;2972.920172; Rp4,292,896.73 ;CSPF;;;;
166;AUX;ASW-18A4/FAR3 / AS-18A4/FAR3, ASW-18A4/FXR3 / AS-18A4/FXR3, ASW-18A4/FDR3 / AS-18A4/FDR3;Non-Inverter;1515.2;16967.4;3.49;2;4160.674108; Rp6,008,013.41 ;CSPF;;;;
167;AUX;ASW-05A4/FFR3 / AS-05A4/FFR3, ASW-05A4/FWR3 / AS-05A4/FWR3;Non-Inverter;385.5;4489.9;3.62;2;1061.45583; Rp1,532,742.22 ;CSPF;;;;
168;AUX;ASW-09A4/FFR3 / AS-09A4/FFR3, ASW-09A4/FWR3 / AS-09A4/FWR3;Non-Inverter;813;9864.4;3.78;2;2233.328991; Rp3,224,927.06 ;CSPF;;;;
169;AUX;ASW-07A4/FHR1 / AS-07A4/FHR1;Non-Inverter;740.6;7767.9;3.26;1;2039.200152; Rp2,944,605.02 ;CSPF;;;;
170;AUX;"BEST-05A4/FFR3; AUX-05A4/FER3; AUX-05A4/FFR3; BEST-05A4/FER3; AUX-05A4/FTR3; AUX-05A4/FDR3; BEST-05A4/FTR3; BEST-05A4/FDR3";Non-Inverter;369.7;4090;3.27;1;1070.408094; Rp1,545,669.29 ;CSPF;;;;
171;AUX;"BEST-05A4/QDR3; AUX-05A4/QGR3; AUX-05A4/QHR3; AUX-05A4/QJR3; AUX-05A4/QKR3; AUX-05A4/QDR3; BEST-05A4/QGR3; BEST-05A4/QHR3; BEST-05A4/QJR3; BEST-05A4/QKR3";Non-Inverter;517.9;5100;3.21;1;1359.687086; Rp1,963,388.15 ;CSPF;;;;
172;AUX;"BEST-05A4/FAR3; AUX-05A4/FHR3; AUX-05A4/FIR3; AUX-05A4/FWR3; AUX-05A4/FZR3; AUX-05A4/FAR3; BEST-05A4/FHR3; BEST-05A4/FIR3; BEST-05A4/FWR3; BEST-05A4/FZR3";Non-Inverter;524.9;5450;3.15;1;1480.675115; Rp2,138,094.87 ;CSPF;;;;
173;AUX;"BEST-05A4/QCR3; AUX-05A4/QAR3; AUX-05A4/QER3; AUX-05A4/QFR3; AUX-05A4/QBR3; AUX-05A4/QLR3; AUX-05A4/QMR3; AUX-05A4/QCR3; BEST-05A4/QAR3; BEST-05A4/QER3; BEST-05A4/QFR3; BEST-05A4/QBR3; BEST-05A4/QLR3; BEST-05A4/QMR3";Non-Inverter;520.1;5450;3.23;1;1444.002047; Rp2,085,138.96 ;CSPF;;;;
174;AUX;"BEST-09A4/FFR3; AUX-09A4/FER3; AUX-09A4/FFR3; BEST-09A4/FER3; AUX-09A4/FTR3; AUX-09A4/FDR3; BEST-09A4/FTR3; BEST-09A4/FDR3";Non-Inverter;783.5;9550;3.69;2;2214.883227; Rp3,198,291.38 ;CSPF;;;;
175;AUX;"BEST-09A4/QDR3; AUX-09A4/QGR3; AUX-09A4/QHR3; AUX-09A4/QJR3; AUX-09A4/QKR3; AUX-09A4/QDR3; BEST-09A4/QGR3; BEST-09A4/QHR3; BEST-09A4/QJR3; BEST-09A4/QKR3";Non-Inverter;788.8;8500;3.6;2;2020.646086; Rp2,917,812.95 ;CSPF;;;;
176;AUX;"BEST-09A4/FAR3; AUX-09A4/FHR3; AUX-09A4/FIR3; AUX-09A4/FWR3; AUX-09A4/FZR3; AUX-09A4/FAR3; BEST-09A4/FHR3; BEST-09A4/FIR3; BEST-09A4/FWR3; BEST-09A4/FZR3";Non-Inverter;875.5;9380;3.26;1;2462.402635; Rp3,555,709.41 ;CSPF;;;;
177;AUX;"BEST-09A4/QCR3; AUX-09A4/QAR3; AUX-09A4/QER3; AUX-09A4/QFR3; AUX-09A4/QBR3; AUX-09A4/QLR3; AUX-09A4/QMR3; AUX-09A4/QCR3; BEST-09A4/QAR3; BEST-09A4/QER3; BEST-09A4/QFR3; BEST-09A4/QBR3; BEST-09A4/QLR3; BEST-09A4/QMR3";Non-Inverter;855.7;9380;3.14;1;2556.507195; Rp3,691,596.39 ;CSPF;;;;
178;AUX;"BEST-12A4/FAR3; AUX-12A4/FHR3; AUX-12A4/FIR3; AUX-12A4/FWR3; AUX-12A4/FZR3; AUX-12A4/FAR3; BEST-12A4/FHR3; BEST-12A4/FIR3; BEST-12A4/FWR3; BEST-12A4/FZR3";Non-Inverter;1166.8;12600;3.23;1;3338.426751; Rp4,820,688.23 ;CSPF;;;;
179;AUX;"BEST-12A4/QCR3; AUX-12A4/QAR3; AUX-12A4/QER3; AUX-12A4/QFR3; AUX-12A4/QBR3; AUX-12A4/QLR3; AUX-12A4/QMR3; AUX-12A4/QDR3; AUX-12A4/QGR3; AUX-12A4/QHR3; AUX-12A4/QJR3; AUX-12A4/QKR3; AUX-12A4/QCR3; BEST-12A4/QAR3; BEST-12A4/QER3; BEST-12A4/QFR3; BEST-12A4/QBR3; BEST-12A4/QLR3; BEST-12A4/QMR3; BEST-12A4/QDR3; BEST-12A4/QGR3; BEST-12A4/QHR3; BEST-12A4/QJR3; BEST-12A4/QKR3";Non-Inverter;1168.2;12600;3.12;1;3456.127694; Rp4,990,648.39 ;CSPF;;;;
180;AUX;"BEST-18A4/FAR3; AUX-18A4/FHR3; AUX-18A4/FIR3; AUX-18A4/FWR3; AUX-18A4/FZR3; AUX-18A4/FAR3; BEST-18A4/FHR3; BEST-18A4/FIR3; BEST-18A4/FWR3; BEST-18A4/FZR3";Non-Inverter;1705.7;19100;3.28;1;4983.487262; Rp7,196,155.61 ;CSPF;;;;
181;AUX;"BEST-18A4/QCR3; AUX-18A4/QAR3; AUX-18A4/QER3; AUX-18A4/QFR3; AUX-18A4/QBR3; AUX-18A4/QLR3; AUX-18A4/QMR3; AUX-18A4/QDR3; AUX-18A4/QGR3; AUX-18A4/QHR3; AUX-18A4/QJR3; AUX-18A4/QKR3; AUX-18A4/QCR3; BEST-18A4/QAR3; BEST-18A4/QER3; BEST-18A4/QFR3; BEST-18A4/QBR3; BEST-18A4/QLR3; BEST-18A4/QMR3; BEST-18A4/QDR3; BEST-18A4/QGR3; BEST-18A4/QHR3; BEST-18A4/QJR3; BEST-18A4/QKR3";Non-Inverter;1758.4;19100;3.22;1;5076.347273; Rp7,330,245.46 ;CSPF;;;;
182;AUX;"AUXI-05QM; AUXI-05QR; AUXI-05MA; AUXI-05MX; AUXI-05QC2; AUXI-05PRO; AUXI-05CA; AUXI-05QB";Non-Inverter;441;5000;3.45;2;1240.294273; Rp1,790,984.93 ;CSPF;;;;
183;AUX;"AUXI-09QM; AUXI-09QR; AUXI-09MA; AUXI-09MX; AUXI-09QC2; AUXI-09PRO; AUXI-09CA; AUXI-09QB";Non-Inverter;776.4;9000;3.44;2;2239.019602; Rp3,233,144.31 ;CSPF;;;;
184;Beko;BSFSA 050 /BSFSA 051;Non-Inverter;358;5203;14.54;4;1045.36; Rp1,509,499.84 ;EER;;;;
185;Beko;BSFSA 090 /BSFSA 091;Non-Inverter;711;9448;13.28;4;2076.12; Rp2,997,917.28 ;EER;;;;
186;Beko;BSFSA 120 /BSFSA 121;Non-Inverter;1090;12019;11.03;4;3182.8; Rp4,595,963.20 ;EER;;;;
187;Beko;BSVOA090 /  BSVOA091;Inverter;707.2;9454.99;15.75;4;2065.024; Rp2,981,894.66 ;EER;;;;
188;Beko;BSVOA120 / BSVOA121;Inverter;880.6;12265.41;16.11;4;2571.352; Rp3,713,032.29 ;EER;;;;
189;Beko;BSFSA 050 / BSFSA 051;Non-Inverter;372.3;4960;4.15;3;1022.839306; Rp1,476,979.96 ;CSPF;;;;
190;Beko;BSFSA 090 / BSFSA 091;Non-Inverter;749.1;9840.3;4.09;3;2059.011915; Rp2,973,213.21 ;CSPF;;;;
191;Beko;BSFSA 120 / BSFSA 121;Non-Inverter;1092.5;12375.1;3.53;2;3000.183654; Rp4,332,265.20 ;CSPF;;;;
192;Beko;BSVOG 090 / BSVOG 091;Inverter;835.8;9800;4.51;4;1859.616379; Rp2,685,286.05 ;CSPF;;;;
193;Beko;BSVOG 120 / BSVOG 121;Inverter;1060.5;11600;4.76;4;2085.570453; Rp3,011,563.73 ;CSPF;;;;
194;Beko;BSFSA 050 / BSFSA 051;Non-Inverter;365.9;5000;4.02;3;1064.431652; Rp1,537,039.31 ;CSPF;;;;
195;Beko;BSFSA 090A / BSFSA 091A;Non-Inverter;747.9;9000;3.88;3;1985.110163; Rp2,866,499.08 ;CSPF;;;;
196;Beko;BSFSA 120 / BSFSA 121;Non-Inverter;1081.6;11500;3.46;2;2844.432096; Rp4,107,359.95 ;CSPF;;;;
197;Beko;BSFSA 180 / BSFSA 181;Non-Inverter;1521.4;17000;3.52;2;4133.139721; Rp5,968,253.76 ;CSPF;;;;
198;Beko;"BSFSAN 050 (Indoor) ; BSFSAN 051 (Outdoor)";Non-Inverter;359;5000;3.98;3;1075.129457; Rp1,552,486.94 ;CSPF;;;;
199;Beko;"BSFSAN 090 (Indoor) ; BSFSAN 091 (Outdoor)";Non-Inverter;793.8;9000;4.34;4;1774.706782; Rp2,562,676.59 ;CSPF;;;;
200;Beko;"BIVOE 090 (Indoor) ; BIVOE 091 (Outdoor)";Inverter;887.9;9000;5.14;5;1498.487827; Rp2,163,816.42 ;CSPF;;;;
201;Beko;"BIVOE 120 (Indoor) ; BIVOE 121 (Outdoor)";Inverter;1160;12000;4.5;4;2282.141462; Rp3,295,412.27 ;CSPF;;;;
202;BESTLIFE;BAC-05BX2;Non-Inverter;380;4422;11.62;4;1109.6; Rp1,602,262.40 ;EER;;;;
203;BESTLIFE;BAC-09BX2;Non-Inverter;860;8880;9.44;2;2511.2; Rp3,626,172.80 ;EER;;;;
204;BESTLIFE;BAC-12BX2;Non-Inverter;1053;10721;10.17;3;3074.76; Rp4,439,953.44 ;EER;;;;
205;BESTLIFE;BAC-18BX2;Non-Inverter;1758;17296;9.83;2;5133.36; Rp7,412,571.84 ;EER;;;;
206;BESTLIFE;BAC-05BX5;Non-Inverter;412.93;4565.88;11.06;4;1205.7556; Rp1,741,111.09 ;EER;;;;
207;BESTLIFE;BAC-09BX5;Non-Inverter;840.08;8687.06;10.58;4;2453.0336; Rp3,542,180.52 ;EER;;;;
208;BESTLIFE;BAC-12BX5;Non-Inverter;1000.51;11250.8;11.25;4;2921.4892; Rp4,218,630.40 ;EER;;;;
209;BESTLIFE;BAC-18BX5;Non-Inverter;1506.56;16499.11;10.95;4;4399.1552; Rp6,352,380.11 ;EER;;;;
210;BESTLIFE;BAC-05BW5;Non-Inverter;365.29;4780.18;13.08;4;1066.6468; Rp1,540,237.98 ;EER;;;;
211;BESTLIFE;BAC-09BW5;Non-Inverter;766.9;8516.55;11.11;4;2239.348; Rp3,233,618.51 ;EER;;;;
212;BESTLIFE;BAC 05 BX3;Non-Inverter;468;5779.93;12.35;4;1366.56; Rp1,973,312.64 ;EER;;;;
213;BESTLIFE;BAC 09 BX3;Non-Inverter;754;8949.68;11.87;4;2201.68; Rp3,179,225.92 ;EER;;;;
214;BESTLIFE;BAC 12 BX3;Non-Inverter;1072;11849.88;11.05;4;3130.24; Rp4,520,066.56 ;EER;;;;
215;BESTLIFE;BAC 18 BX3;Non-Inverter;1531;17196.48;11.23;4;4470.52; Rp6,455,430.88 ;EER;;;;
216;BESTLIFE;BAC 05 BW5;Non-Inverter;339;3882.86;11.45;4;989.88; Rp1,429,386.72 ;EER;;;;
217;BESTLIFE;BAC 09 BW5;Non-Inverter;690;8553.88;12.39;4;2014.8; Rp2,909,371.20 ;EER;;;;
218;BESTLIFE;BAC 05 CX;Non-Inverter;485.6;5447.8;11.22;4;1417.952; Rp2,047,522.69 ;EER;;;;
219;BESTLIFE;BAC 18 CX;Non-Inverter;1681.4;16741.2;9.96;3;4909.688; Rp7,089,589.47 ;EER;;;;
220;BESTLIFE;BAC 09 CX;Non-Inverter;806.4;8781.5;10.89;4;2354.688; Rp3,400,169.47 ;EER;;;;
221;BESTLIFE;BAC 12 CX;Non-Inverter;1051.1;11159.2;10.62;4;3069.212; Rp4,431,942.13 ;EER;;;;
222;BESTLIFE;"BAC 05 CX; BAC 05 CX3; BAC 05 FX; BAC 05 FX3; AUX-05CX; AUX-05QAR3; AUX-05QBR3; AUX-05QCR3; AUX-05QDR3; AUX-05QER3; AUX-05QFR3; BEST-05CX; BEST-05CX3; BEST-05FX; BEST-05FX3; BEST-05QAR3; BEST-05QBR3; BEST-05QCR3; BEST-05QDR3; BEST-05QER3; BEST-05QFR3";Non-Inverter;510.8;6403.3;3.9;3;1405.118887; Rp2,028,991.67 ;CSPF;;;;
223;BESTLIFE;"BAC 09 CX; BAC 09 CX3; BAC 09 FX; BAC 09 FX3; AUX-09CX; AUX-09QAR3; AUX-09QBR3; AUX-09QCR3; AUX-09QDR3; AUX-09QER3; AUX-09QFR3; BEST-09CX; BEST-09CX3; BEST-09FX; BEST-09FX3; BEST-09QAR3; BEST-09QBR3; BEST-09QCR3; BEST-09QDR3; BEST-09QER3; BEST-09QFR3";Non-Inverter;854.6;9245.3;3.37;1;2347.820748; Rp3,390,253.16 ;CSPF;;;;
224;BESTLIFE;"BAC 12 CX; BAC 12 CX3; BAC 12 FX; BAC 12 FX3; AUX-12CX; AUX-12QAR3; AUX-12QBR3; AUX-12QCR3; AUX-12QDR3; AUX-12QER3; AUX-12QFR3; BEST-12CX; BEST-12CX3; BEST-12FX; BEST-12FX3; BEST-12QAR3; BEST-12QBR3; BEST-12QCR3; BEST-12QDR3; BEST-12QER3; BEST-12QFR3";Non-Inverter;1087;11059.8;3.17;1;2985.807745; Rp4,311,506.38 ;CSPF;;;;
225;BESTLIFE;"BAC 18 CX; BAC 18 CX3; BAC 18 FX; BAC 18 FX3; AUX-18CX; AUX-18QAR3; AUX-18QBR3; AUX-18QCR3; AUX-18QDR3; AUX-18QER3; AUX-18QFR3; BEST-18CX; BEST-18CX3; BEST-18FX; BEST-18FX3; BEST-18QAR3; BEST-18QBR3; BEST-18QCR3; BEST-18QDR3; BEST-18QER3; BEST-18QFR3";Non-Inverter;1650;17540.3;3.31;1;4535.058068; Rp6,548,623.85 ;CSPF;;;;
226;BESTLIFE;"BEST-05QAR3 / BEST-05QAR3; BEST-05PSC / BEST-05PSC; BEST- 05QAR / BEST- 05QAR";Non-Inverter;454.9;5000;3.81;3;1123.101113; Rp1,621,758.01 ;CSPF;;;;
227;BESTLIFE;"BEST-09QAR3 / BEST-09QAR3; BEST-09QBR3 / BEST-09QBR3; BEST-09QDR3 / BEST-09QDR3; BEST-09QFR3 / BEST-09QFR3; BEST-09QRR3 / BEST-09QRR3; BEST-09QSR3 / BEST-09QSR3; BEST-09QQR3 / BEST-09QQR3; BEST-09QZR3 / BEST-09QZR3; BEST-09FAR3 / BEST-09FAR3; BEST-09FCR3 / BEST-09FCR3; BEST-09FDR3 / BEST-09FDR3; BEST-09FRR3 / BEST-09FRR3; BEST-09FFR3 / BEST-09FFR3; BEST-09FOR3 / BEST-09FOR3; BEST-09FXR3 / BEST-09FXR3; BAC-09QAR3 / BAC-09QAR3; BAC-09QBR3 / BAC-09QBR3; BAC-09QDR3 / BAC-09QDR3; BAC-09QFR3 / BAC-09QFR3; BAC-09QRR3 / BAC-09QRR3; BAC-09QSR3 / BAC-09QSR3; BAC-09QQR3 / BAC-09QQR3; BAC-09QZR3 / BAC-09QZR3; BAC-09FAR3 / BAC-09FAR3; BAC-09FCR3 / BAC-09FCR3; BAC-09FDR3 / BAC-09FDR3; BAC-09FRR3 / BAC-09FRR3; BAC-09FFR3 / BAC-09FFR3; BAC-09FOR3 / BAC-09FOR3; BAC-09FXR3 / BAC-09FXR3; AUX-09QAR3 / AUX-09QAR3; AUX-09QBR3 / AUX-09QBR3; AUX-09QDR3 / AUX-09QDR3; AUX-09QFR3 / AUX-09QFR3; AUX-09QRR3 / AUX-09QRR3; AUX-09QSR3 / AUX-09QSR3; AUX-09QQR3 / AUX-09QQR3; AUX-09QZR3 / AUX-09QZR3; AUX-09FAR3 / AUX-09FAR3; AUX-09FCR3 / AUX-09FCR3; AUX-09FDR3 / AUX-09FDR3; AUX-09FRR3 / AUX-09FRR3; AUX-09FFR3 / AUX-09FFR3; AUX-09FOR3 / AUX-09FOR3; AUX-09FXR3 / AUX-09FXR3; BEST-09DSC / BEST-09DSC; BEST-09DSC03 / BEST-09DSC03; BEST-09DSC05 / BEST-09DSC05; BEST-09DSC07 / BEST-09DSC07; BEST-09DSC09 / BEST-09DSC09; BEST-09PSC / BEST-09PSC; BEST-09PSC03 / BEST-09PSC03; BEST-09PSC05 / BEST-09PSC05; BEST-09PSC07 / BEST-09PSC07; BEST-09PSC09 / BEST-09PSC09; BEST-09PMI / BEST-09PMI; BEST-09PMI03 / BEST-09PMI03; BEST-09PMI05 / BEST-09PMI05; BEST-09PMI07 / BEST-09PMI07; BEST-09PMI09 / BEST-09PMI09; BEST-09SUMO / BEST-09SUMO; BEST-09SUMO03 / BEST-09SUMO03; BEST-09SUMO05 / BEST-09SUMO05; BEST-09SUMO07 / BEST-09SUMO07; BEST-09SUMO09 / BEST-09SUMO09; BEST- 09QAR / BEST- 09QAR; BEST- 09QAR32 / BEST- 09QAR32";Non-Inverter;796.6;9000;3.7;2;2081.68309; Rp3,005,950.38 ;CSPF;;;;
228;BESTLIFE;"BEST-12QAR3 / BEST-12QAR3; BEST-12QBR3 / BEST-12QBR3; BEST-12QDR3 / BEST-12QDR3; BEST-12QFR3 / BEST-12QFR3; BEST-12QRR3 / BEST-12QRR3; BEST-12QSR3 / BEST-12QSR3; BEST-12QQR3 / BEST-12QQR3; BEST-12QZR3 / BEST-12QZR3; BEST-12FAR3 / BEST-12FAR3; BEST-12FCR3 / BEST-12FCR3; BEST-12FDR3 / BEST-12FDR3; BEST-12FRR3 / BEST-12FRR3; BEST-12FFR3 / BEST-12FFR3; BEST-12FOR3 / BEST-12FOR3; BEST-12FXR3 / BEST-12FXR3; BAC-12QAR3 / BAC-12QAR3; BAC-12QBR3 / BAC-12QBR3; BAC-12QDR3 / BAC-12QDR3; BAC-12QFR3 / BAC-12QFR3; BAC-12QRR3 / BAC-12QRR3; BAC-12QSR3 / BAC-12QSR3; BAC-12QQR3 / BAC-12QQR3; BAC-12QZR3 / BAC-12QZR3; BAC-12FAR3 / BAC-12FAR3; BAC-12FCR3 / BAC-12FCR3; BAC-12FDR3 / BAC-12FDR3; BAC-12FRR3 / BAC-12FRR3; BAC-12FFR3 / BAC-12FFR3; BAC-12FOR3 / BAC-12FOR3; BAC-12FXR3 / BAC-12FXR3; AUX-12QAR3 / AUX-12QAR3; AUX-12QBR3 / AUX-12QBR3; AUX-12QDR3 / AUX-12QDR3; AUX-12QFR3 / AUX-12QFR3; AUX-12QRR3 / AUX-12QRR3; AUX-12QSR3 / AUX-12QSR3; AUX-12QQR3 / AUX-12QQR3; AUX-12QZR3 / AUX-12QZR3; AUX-12FAR3 / AUX-12FAR3; AUX-12FCR3 / AUX-12FCR3; AUX-12FDR3 / AUX-12FDR3; AUX-12FRR3 / AUX-12FRR3; AUX-12FFR3 / AUX-12FFR3; AUX-12FOR3 / AUX-12FOR3; AUX-12FXR3 / AUX-12FXR3; BEST-12DSC / BEST-12DSC; BEST-12DSC03 / BEST-12DSC03; BEST-12DSC05 / BEST-12DSC05; BEST-12DSC07 / BEST-12DSC07; BEST-12DSC09 / BEST-12DSC09; BEST-12PSC / BEST-12PSC; BEST-12PSC03 / BEST-12PSC03; BEST-12PSC05 / BEST-12PSC05; BEST-12PSC07 / BEST-12PSC07; BEST-12PSC09 / BEST-12PSC09; BEST-12PMI / BEST-12PMI; BEST-12PMI03 / BEST-12PMI03; BEST-12PMI05 / BEST-12PMI05; BEST-12PMI07 / BEST-12PMI07; BEST-12PMI09 / BEST-12PMI09; BEST-12SUMO / BEST-12SUMO; BEST-12SUMO03 / BEST-12SUMO03; BEST-12SUMO05 / BEST-12SUMO05; BEST-12SUMO07 / BEST-12SUMO07; BEST-12SUMO09 / BEST-12SUMO09; BEST- 12QAR / BEST- 12QAR; BEST- 12QAR32 / BEST- 12QAR32";Non-Inverter;1091;12000;3.42;2;3002.817713; Rp4,336,068.78 ;CSPF;;;;
229;BESTLIFE;"BEST-18QAR3 / BEST-18QAR3; BEST-18QBR3 / BEST-18QBR3; BEST-18QDR3 / BEST-18QDR3; BEST-18QFR3 / BEST-18QFR3; BEST-18QRR3 / BEST-18QRR3; BEST-18QSR3 / BEST-18QSR3; BEST-18QQR3 / BEST-18QQR3; BEST-18QZR3 / BEST-18QZR3; BEST-18FAR3 / BEST-18FAR3; BEST-18FCR3 / BEST-18FCR3; BEST-18FDR3 / BEST-18FDR3; BEST-18FRR3 / BEST-18FRR3; BEST-18FFR3 / BEST-18FFR3; BEST-18FOR3 / BEST-18FOR3; BEST-18FXR3 / BEST-18FXR3; BAC-18QAR3 / BAC-18QAR3; BAC-18QBR3 / BAC-18QBR3; BAC-18QDR3 / BAC-18QDR3; BAC-18QFR3 / BAC-18QFR3; BAC-18QRR3 / BAC-18QRR3; BAC-18QSR3 / BAC-18QSR3; BAC-18QQR3 / BAC-18QQR3; BAC-18QZR3 / BAC-18QZR3; BAC-18FAR3 / BAC-18FAR3; BAC-18FCR3 / BAC-18FCR3; BAC-18FDR3 / BAC-18FDR3; BAC-18FRR3 / BAC-18FRR3; BAC-18FFR3 / BAC-18FFR3; BAC-18FOR3 / BAC-18FOR3; BAC-18FXR3 / BAC-18FXR3; AUX-18QAR3 / AUX-18QAR3; AUX-18QBR3 / AUX-18QBR3; AUX-18QDR3 / AUX-18QDR3; AUX-18QFR3 / AUX-18QFR3; AUX-18QRR3 / AUX-18QRR3; AUX-18QSR3 / AUX-18QSR3; AUX-18QQR3 / AUX-18QQR3; AUX-18QZR3 / AUX-18QZR3; AUX-18FAR3 / AUX-18FAR3; AUX-18FCR3 / AUX-18FCR3; AUX-18FDR3 / AUX-18FDR3; AUX-18FRR3 / AUX-18FRR3; AUX-18FFR3 / AUX-18FFR3; AUX-18FOR3 / AUX-18FOR3; AUX-18FXR3 / AUX-18FXR3; BEST- 18DSC / BEST- 18DSC; BEST- 18DSC03 / BEST- 18DSC03; BEST- 18DSC05 / BEST- 18DSC05; BEST- 18DSC07 / BEST- 18DSC07; BEST- 18DSC09 / BEST- 18DSC09; BEST- 18PSC / BEST- 18PSC; BEST- 18PSC03 / BEST- 18PSC03; BEST- 18PSC05 / BEST- 18PSC05; BEST- 18PSC07 / BEST- 18PSC07; BEST- 18PSC09 / BEST- 18PSC09; BEST- 18PMI / BEST- 18PMI; BEST- 18PMI03 / BEST- 18PMI03; BEST- 18PMI05 / BEST- 18PMI05; BEST- 18PMI07 / BEST- 18PMI07; BEST- 18PMI09 / BEST- 18PMI09; BEST- 18SUMO / BEST- 18SUMO; BEST- 18SUMO03 / BEST- 18SUMO03; BEST- 18SUMO05 / BEST- 18SUMO05; BEST- 18SUMO07 / BEST- 18SUMO07; BEST- 18SUMO09 / BEST- 18SUMO09; BEST- 18QAR / BEST- 18QAR; BEST- 18QAR32 / BEST- 18QAR32";Non-Inverter;1621.7;18000;3.43;2;4491.094713; Rp6,485,140.77 ;CSPF;;;;
230;BESTLIFE;"BEST-05QF / BEST-05QFR3; BEST-05QE / BEST-05QER3; BEST-05QG / BEST-05QGR3; BEST-05SUM / BEST-05SUMO; BEST-05LIF / BEST-05LIFE";Non-Inverter;403.4;5000;3.81;3;1123.101113; Rp1,621,758.01 ;CSPF;;;;
231;BESTLIFE;"BEST-09QF / BEST-09QFR3; BEST-09QE / BEST-09QER3; BEST-09QG / BEST-09QGR3; BEST-09SUM / BEST-09SUMO; BEST-09LIF / BEST-09LIFE";Non-Inverter;771.7;9000;3.47;2;2219.662084; Rp3,205,192.05 ;CSPF;;;;
232;BESTLIFE;"BEST-12QF / BEST-12QFR3; BEST-12QE / BEST-12QER3; BEST-12QG / BEST-12QGR3; BEST-12SUM / BEST-12SUMO; BEST-12LIF / BEST-12LIFE";Non-Inverter;1070;12000;3.47;2;2959.549446; Rp4,273,589.40 ;CSPF;;;;
233;BESTLIFE;"BEST-18QF / BEST-18QBEST-18QF / BEST-18QFR3; BEST-18QE / BEST-18QER3; BEST-18QG / BEST-18QGR3; BEST-18SUM / BEST-18SUMO; BEST-18LIF / BEST-18LIFEFR3";Non-Inverter;1802.6;19000;3.14;1;5178.426087; Rp7,477,647.27 ;CSPF;;;;
234;BESTLIFE;"BEST-05LNC/I / BEST-05LNC/O; BEST - 05 LNC3/I / BEST - 05 LNC3/O; BEST - 05 LNC5/I / BEST - 05 LNC5/O";Non-Inverter;389.6;5000;3.69;2;1159.624726; Rp1,674,498.10 ;CSPF;;;;
235;BESTLIFE;"BEST-09LNC/I / BEST-09LNC/O; BEST - 09 LNC3/I / BEST - 09 LNC3/O; BEST - 09 LNC5/I / BEST - 09 LNC5/O";Non-Inverter;770.4;9000;3.41;2;2258.717722; Rp3,261,588.39 ;CSPF;;;;
236;BESTLIFE;"BEST-09 SHC/I / BEST-09 SHC/O; BEST - 09 SHC3/I / BEST - 09 SHC3/O BEST - 09 SHC5/I / BEST - 09 SHC5/O";Inverter;951.2;9000;4.31;4;1787.059729; Rp2,580,514.25 ;CSPF;;;;
237;BESTLIFE;"BEST-12SHC/I / BEST-12SHC/O; BEST - 12 SHC3/I / BEST - 12 SHC3/O; BEST - 12 SHC5/I / BEST - 12 SHC5/O";Inverter;1282.4;12000;4.37;4;2350.031253; Rp3,393,445.13 ;CSPF;;;;
